 RODS report2d created at 13:27:39 on 29-03-2017,,,,,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
" Report 2d - Analysis by age, sex and exit station",,,,,,Sex,Age,,,,,,,,,
 NLC, station name,time period,Total,Male,Female,Not stated,Not Stated,Under 16  ,16-19     ,20-24     ,25-34     ,35-44     ,45-59     ,60-64     ,65-70     ,Over 70   
751,Wembley Central     ,Evening     ,856,498,298,61,61,6,7,122,142,124,95,297,0,1
751,Wembley Central     ,Late        ,484,107,323,54,54,0,18,56,129,178,27,22,0,0
751,Wembley Central     ,   Total day,5691,3034,2379,278,508,43,240,588,1342,963,1159,452,306,90
752,Wembley Park        ,Early       ,553,0,0,553,553,0,0,0,0,0,0,0,0,0
752,Wembley Park        ,AM peak     ,4788,1889,2330,569,575,91,159,646,773,962,1362,76,142,3
752,Wembley Park        ,Midday      ,4790,2036,2140,614,775,0,403,465,748,751,682,409,258,300
752,Wembley Park        ,PM Peak     ,6931,1661,2389,2881,2966,0,386,762,918,721,718,327,77,55
752,Wembley Park        ,Evening     ,4455,1525,1422,1509,1520,43,229,455,880,868,347,47,51,16
752,Wembley Park        ,Late        ,1406,388,395,623,623,0,120,168,281,165,43,5,0,1
752,Wembley Park        ,   Total day,22924,7498,8675,6750,7013,134,1297,2496,3599,3466,3152,864,527,375
753,West Acton          ,Early       ,34,0,0,34,34,0,0,0,0,0,0,0,0,0
753,West Acton          ,AM peak     ,429,213,180,37,40,0,31,37,89,52,71,5,1,103
753,West Acton          ,Midday      ,564,253,311,0,1,0,10,213,42,114,36,66,14,68
753,West Acton          ,PM Peak     ,831,246,480,105,105,0,0,45,270,307,56,24,13,10
753,West Acton          ,Evening     ,616,212,310,94,75,0,0,20,327,104,80,0,1,9
753,West Acton          ,Late        ,281,121,129,31,31,0,7,64,66,59,53,1,0,0
753,West Acton          ,   Total day,2755,1045,1410,300,285,0,48,379,794,637,296,96,29,190
755,West Brompton       ,Early       ,141,6,0,135,135,0,0,0,0,2,4,0,0,0
755,West Brompton       ,AM peak     ,3177,1056,1365,755,740,48,31,213,407,808,854,67,8,0
755,West Brompton       ,Midday      ,1983,551,1057,375,57,0,28,113,408,307,394,452,146,77
755,West Brompton       ,PM Peak     ,1287,627,659,0,40,0,0,149,332,199,533,4,18,12
755,West Brompton       ,Evening     ,813,361,452,0,0,0,32,65,378,72,249,5,0,12
755,West Brompton       ,Late        ,142,75,58,9,9,0,0,29,28,23,29,10,15,0
755,West Brompton       ,   Total day,7543,2676,3592,1275,982,48,91,569,1553,1412,2062,539,187,101
756,West Finchley       ,Early       ,9,0,0,9,9,0,0,0,0,0,0,0,0,0
756,West Finchley       ,AM peak     ,209,58,116,34,34,0,0,17,16,81,60,0,0,0
756,West Finchley       ,Midday      ,503,229,274,0,0,0,84,98,45,113,124,13,23,2
756,West Finchley       ,PM Peak     ,1112,442,670,0,0,5,29,210,224,209,390,23,16,6
756,West Finchley       ,Evening     ,673,285,387,2,0,0,0,64,75,321,189,3,18,3
756,West Finchley       ,Late        ,270,123,115,32,32,0,0,88,83,19,47,0,0,2
756,West Finchley       ,   Total day,2776,1137,1563,77,75,5,113,478,443,743,810,39,57,14
757,West Ham            ,Early       ,760,5,0,755,755,0,0,0,5,0,0,0,0,0
757,West Ham            ,AM peak     ,2971,359,627,1985,1987,0,19,112,339,192,261,40,9,11
757,West Ham            ,Midday      ,5979,598,391,4989,4989,0,4,220,406,105,205,40,10,0
757,West Ham            ,PM Peak     ,8606,864,1615,6126,6128,1,209,149,467,949,529,103,57,13
757,West Ham            ,Evening     ,3874,678,715,2482,2427,0,0,475,265,162,475,62,0,9
757,West Ham            ,Late        ,1717,57,5,1655,1655,0,1,17,5,15,23,0,0,0
757,West Ham            ,   Total day,23907,2561,3354,17993,17942,1,233,973,1487,1423,1492,245,77,34
758,West Hampstead      ,Early       ,937,1,6,930,930,0,0,0,1,5,1,0,0,0
758,West Hampstead      ,AM peak     ,2704,819,1229,656,638,0,112,202,688,500,445,119,0,0
758,West Hampstead      ,Midday      ,2673,1260,1324,89,201,0,0,334,517,481,530,325,223,61
758,West Hampstead      ,PM Peak     ,5695,2056,3449,190,194,117,225,876,1984,957,1084,192,47,19
758,West Hampstead      ,Evening     ,3695,1279,2324,93,32,2,3,512,1760,531,751,57,30,18
758,West Hampstead      ,Late        ,1602,457,757,388,346,7,19,134,578,282,155,3,56,22
758,West Hampstead      ,   Total day,17306,5871,9089,2346,2341,126,359,2058,5528,2755,2967,696,355,120
759,West Harrow         ,Early       ,27,0,0,27,27,0,0,0,0,0,0,0,0,0
759,West Harrow         ,AM peak     ,174,100,75,0,0,0,0,74,0,0,100,0,0,0
759,West Harrow         ,Midday      ,361,135,225,1,17,0,0,72,91,0,13,67,60,41
759,West Harrow         ,PM Peak     ,1114,382,679,52,52,0,15,83,188,433,286,57,0,0
759,West Harrow         ,Evening     ,512,193,319,0,19,0,18,20,42,169,203,10,0,31
759,West Harrow         ,Late        ,169,14,88,67,67,0,0,0,11,45,39,8,0,0
759,West Harrow         ,   Total day,2357,824,1386,146,182,0,33,250,331,647,641,141,60,72
760,West Kensington     ,Early       ,56,0,0,56,56,0,0,0,0,0,0,0,0,0
760,West Kensington     ,AM peak     ,1763,812,797,154,133,18,27,100,727,306,315,117,19,2
760,West Kensington     ,Midday      ,1564,828,704,33,10,53,29,235,268,238,255,117,122,237
760,West Kensington     ,PM Peak     ,2014,935,1006,73,116,0,45,424,865,241,276,7,41,1
760,West Kensington     ,Evening     ,1618,595,864,160,146,0,0,301,658,252,147,114,0,0
760,West Kensington     ,Late        ,830,344,182,304,304,0,1,132,144,98,128,17,6,0
760,West Kensington     ,   Total day,7846,3514,3552,780,764,72,101,1193,2662,1136,1122,371,188,239
762,West Ruislip        ,Early       ,9,0,0,9,9,0,0,0,0,0,0,0,0,0
762,West Ruislip        ,AM peak     ,147,37,64,46,46,1,0,31,23,26,19,0,0,0
762,West Ruislip        ,Midday      ,307,87,214,5,22,0,49,25,27,119,48,7,3,7
762,West Ruislip        ,PM Peak     ,981,511,456,13,1,0,0,86,130,188,517,51,8,0
762,West Ruislip        ,Evening     ,547,290,248,9,6,0,0,13,227,102,186,11,2,0
762,West Ruislip        ,Late        ,241,56,141,44,44,0,0,31,5,0,145,0,16,0
762,West Ruislip        ,   Total day,2231,982,1124,125,127,1,49,186,412,436,915,69,29,7
754,Westbourne Park     ,Early       ,68,0,0,68,68,0,0,0,0,0,0,0,0,0
754,Westbourne Park     ,AM peak     ,1515,520,838,157,157,0,1,167,587,126,282,153,43,0
754,Westbourne Park     ,Midday      ,1359,549,782,28,14,0,45,177,263,282,274,95,0,209
754,Westbourne Park     ,PM Peak     ,1663,631,981,51,1,0,33,232,779,181,398,8,30,1
754,Westbourne Park     ,Evening     ,1004,299,682,23,23,0,0,245,483,161,91,2,0,0
754,Westbourne Park     ,Late        ,456,119,71,266,266,0,1,78,59,29,23,0,0,0
754,Westbourne Park     ,   Total day,6065,2118,3355,592,529,0,80,899,2170,779,1068,258,73,210
761,Westminster         ,Early       ,1052,0,0,1052,1052,0,0,0,0,0,0,0,0,0
761,Westminster         ,AM peak     ,17498,8195,8005,1298,1321,0,182,1701,3998,2801,5518,1371,326,281
761,Westminster         ,Midday      ,15904,7719,7446,739,730,7,235,1963,3058,1835,4395,1926,1075,680
761,Westminster         ,PM Peak     ,5794,3058,2262,474,494,50,123,177,940,920,2200,387,425,77
761,Westminster         ,Evening     ,1739,1197,463,80,67,0,0,197,321,245,636,35,1,236
761,Westminster         ,Late        ,586,278,197,111,111,4,0,19,214,109,99,30,0,0
761,Westminster         ,   Total day,42572,20447,18372,3752,3774,61,540,4056,8531,5910,12848,3748,1828,1274
764,White City          ,Early       ,530,0,0,530,530,0,0,0,0,0,0,0,0,0
764,White City          ,AM peak     ,6137,2307,2900,931,814,0,7,537,1885,1441,1216,164,65,8
764,White City          ,Midday      ,3207,1491,1633,83,104,0,96,428,870,736,812,51,92,17
764,White City          ,PM Peak     ,2080,911,999,170,151,12,140,179,447,397,628,48,78,0
764,White City          ,Evening     ,1249,708,446,96,166,14,0,114,458,205,229,37,0,27
764,White City          ,Late        ,579,87,366,127,127,0,0,10,128,307,8,0,0,0
764,White City          ,   Total day,13782,5503,6343,1936,1892,26,243,1268,3788,3086,2892,300,235,53
763,Whitechapel         ,Early       ,1153,0,0,1153,1153,0,0,0,0,0,0,0,0,0
763,Whitechapel         ,AM peak     ,12563,4589,5769,2204,2137,21,185,939,3354,2640,2079,716,486,6
763,Whitechapel         ,Midday      ,7206,3251,3527,428,536,24,335,1027,1198,1437,1868,298,258,225
763,Whitechapel         ,PM Peak     ,7462,1943,3588,1931,1902,11,64,737,1935,1534,832,192,254,1
763,Whitechapel         ,Evening     ,3478,1587,1779,112,103,0,41,838,1692,442,169,190,3,0
763,Whitechapel         ,Late        ,1420,269,772,379,388,0,1,541,302,27,149,12,0,0
763,Whitechapel         ,   Total day,33283,11641,15436,6207,6219,57,626,4082,8482,6081,5096,1408,1001,231
765,Willesden Green     ,Early       ,132,0,0,132,132,0,0,0,0,0,0,0,0,0
765,Willesden Green     ,AM peak     ,1051,469,408,174,193,0,58,99,191,121,158,121,99,10
765,Willesden Green     ,Midday      ,2467,1068,1156,243,221,0,223,411,482,248,463,157,106,156
765,Willesden Green     ,PM Peak     ,5092,2125,2813,154,117,17,189,1042,1853,707,986,50,46,84
765,Willesden Green     ,Evening     ,3259,953,2274,32,20,0,34,834,1374,469,505,14,3,5
765,Willesden Green     ,Late        ,1827,802,781,244,243,0,55,318,720,364,66,45,4,10
765,Willesden Green     ,   Total day,13827,5417,7432,978,927,18,559,2705,4620,1910,2178,387,258,265
766,Willesden Junction  ,Early       ,266,9,5,252,252,0,0,0,6,0,8,0,0,0
766,Willesden Junction  ,AM peak     ,1828,716,719,393,363,47,27,202,505,296,327,49,5,5
766,Willesden Junction  ,Midday      ,1500,595,883,23,23,0,158,213,277,274,118,189,247,1
766,Willesden Junction  ,PM Peak     ,2386,1411,957,18,18,0,83,500,531,267,849,53,86,0
766,Willesden Junction  ,Evening     ,1096,528,537,32,0,0,105,232,280,267,169,32,0,11
766,Willesden Junction  ,Late        ,580,149,142,289,298,0,0,85,99,82,1,0,0,15
766,Willesden Junction  ,   Total day,7655,3407,3242,1006,954,47,372,1233,1699,1186,1471,323,338,32
767,Wimbledon           ,Early       ,488,0,0,488,488,0,0,0,0,0,0,0,0,0
767,Wimbledon           ,AM peak     ,3174,1414,1487,273,208,28,94,559,1290,311,487,67,105,26
767,Wimbledon           ,Midday      ,4405,1899,2443,63,74,56,152,658,594,483,979,554,527,327
767,Wimbledon           ,PM Peak     ,8672,3244,5195,233,47,16,140,1517,1601,1857,2413,605,213,264
767,Wimbledon           ,Evening     ,3477,1718,1637,122,159,0,27,624,943,539,837,56,58,233
767,Wimbledon           ,Late        ,1145,376,401,368,364,0,0,68,197,300,138,17,34,26
767,Wimbledon           ,   Total day,21361,8650,11164,1547,1339,100,413,3426,4625,3490,4855,1298,938,876
768,Wimbledon Park      ,Early       ,46,0,0,46,46,0,0,0,0,0,0,0,0,0
768,Wimbledon Park      ,AM peak     ,480,195,270,15,15,12,2,43,117,136,146,0,8,0
768,Wimbledon Park      ,Midday      ,569,260,309,0,11,6,63,38,37,92,177,32,64,49
768,Wimbledon Park      ,PM Peak     ,1010,339,634,37,32,44,41,186,254,139,255,33,1,26
768,Wimbledon Park      ,Evening     ,577,197,345,34,44,0,88,108,77,73,134,32,18,2
768,Wimbledon Park      ,Late        ,213,110,67,36,33,0,14,30,101,14,17,2,1,2
768,Wimbledon Park      ,   Total day,2894,1101,1625,168,180,62,208,405,587,454,729,100,91,79
770,Wood Green          ,Early       ,172,0,0,172,172,0,0,0,0,0,0,0,0,0
770,Wood Green          ,AM peak     ,2433,971,1238,224,189,0,34,176,724,385,676,182,44,24
770,Wood Green          ,Midday      ,4380,1779,2510,91,310,0,421,919,717,602,703,283,115,310
770,Wood Green          ,PM Peak     ,6623,2768,3770,84,119,0,128,1596,1828,1262,1407,60,65,158
770,Wood Green          ,Evening     ,3595,1461,2063,71,66,3,154,951,818,675,855,23,41,10
770,Wood Green          ,Late        ,2147,865,859,423,423,0,42,373,930,283,88,4,5,0
770,Wood Green          ,   Total day,19350,7844,10440,1066,1279,3,778,4013,5016,3207,3729,553,270,501
599,Wood Lane           ,Early       ,131,0,0,131,131,0,0,0,0,0,0,0,0,0
599,Wood Lane           ,AM peak     ,1339,568,613,157,157,0,0,130,269,393,370,19,0,0
599,Wood Lane           ,Midday      ,1324,656,444,224,224,0,0,220,246,216,305,15,28,71
599,Wood Lane           ,PM Peak     ,1218,689,364,165,160,0,0,376,318,259,103,2,0,0
599,Wood Lane           ,Evening     ,457,101,89,266,266,0,0,33,107,49,2,0,0,0
599,Wood Lane           ,Late        ,84,19,0,65,65,0,0,0,19,0,0,0,0,0
599,Wood Lane           ,   Total day,4552,2033,1510,1009,1003,0,0,758,959,917,780,36,28,71
769,Woodford            ,Early       ,57,0,0,57,57,0,0,0,0,0,0,0,0,0
769,Woodford            ,AM peak     ,726,239,339,148,138,0,52,28,47,52,244,0,166,0
769,Woodford            ,Midday      ,1769,620,1024,126,169,0,57,162,363,349,362,108,75,124
769,Woodford            ,PM Peak     ,3819,1500,2216,102,104,77,188,491,580,585,1405,124,191,74
769,Woodford            ,Evening     ,1907,519,1342,46,32,0,181,473,288,306,527,65,31,5
769,Woodford            ,Late        ,829,426,210,193,190,0,1,290,81,59,95,83,13,17
769,Woodford            ,   Total day,9107,3303,5132,672,690,77,478,1444,1359,1350,2633,380,477,220
771,Woodside Park       ,Early       ,25,0,0,25,25,0,0,0,0,0,0,0,0,0
771,Woodside Park       ,AM peak     ,419,113,285,21,24,29,38,21,210,6,91,0,0,0
771,Woodside Park       ,Midday      ,842,195,578,69,69,0,2,21,78,306,159,34,65,107
771,Woodside Park       ,PM Peak     ,2085,1057,1025,3,75,0,44,427,422,291,694,32,51,47
771,Woodside Park       ,Evening     ,1034,352,545,138,63,0,0,93,287,332,227,29,2,3
771,Woodside Park       ,Late        ,365,130,130,105,105,0,0,65,100,40,49,3,3,0
771,Woodside Park       ,   Total day,4771,1846,2563,362,361,29,84,627,1097,975,1221,99,121,157
